Year,Senator,State,Party,Age
1851,Jefferson Davis,Mississippi,Democratic,44
1851,John M. Berrien,Georgia,Whig,70
1851,Henry S. Foote,Mississippi,Democratic,47
1851,Alpheus Felch,Michigan,Democratic,47
1851,Solomon W. Downs,Louisiana,Democratic,50
1851,John Hopkins Clarke,Rhode Island,Whig,62
1851,Presley Spruance,Delaware,Whig,66
1851,James W. Bradbury,Maine,Democratic,49
1851,Joseph R. Underwood,Kentucky,Whig,60
1851,John Bell,Tennessee,Whig,55
1851,James M. Mason,Virginia,Democratic,53
1851,Stephen A. Douglas,Illinois,Democratic,38
1851,Robert M. T. Hunter,Virginia,Democratic,42
1851,Solon Borland,Arkansas,Democratic,43
1851,John P. Hale,New Hampshire,Free Soiler,45
1851,Isaac P. Walker,Wisconsin,Democratic,36
1851,Hannibal Hamlin,Maine,Democratic,42
1851,Henry Dodge,Wisconsin,Democratic,69
1851,George Wallace Jones,Iowa,Democratic,47
1851,William K. Sebastian,Arkansas,Democratic,39
1851,John Wales,Delaware,Whig,68
1851,Henry Clay,Kentucky,Whig,74
1851,James Whitcomb,Indiana,Democratic,56
1851,Jeremiah Clemens,Alabama,Democratic,37
1851,Truman Smith,Connecticut,Whig,60
1851,James Shields,"Illinois,Minnesota,Missouri",Democratic,41
1851,William H. Seward,New York,Whig,50
1851,Moses Norris Jr.,New Hampshire,Democratic,52
1851,Salmon P. Chase,Ohio,Free Soiler,43
1851,Jackson Morton,Florida,Whig,57
1851,William C. Dawson,Georgia,Whig,53
1851,James Cooper,Pennsylvania,Whig,41
1851,Robert C. Winthrop,Massachusetts,Whig,42
1851,John C. Fremont,California,Republican,38
1851,Thomas Ewing,Ohio,Whig,62
1851,Robert Rhett,South Carolina,Democratic,51
1851,William M. Gwin,California,Democratic,46
1851,Thomas Pratt,Maryland,Whig,47
1851,Robert Rantoul Jr.,Massachusetts,Democratic,46
1851,John J. McRae,Mississippi,Democratic,36
1851,Robert F. Stockton,New Jersey,Democratic,56
1851,Henry S. Geyer,Missouri,Whig,61
1851,Hamilton Fish,New York,Whig,43
1851,Solomon Foot,Vermont,Whig,49
1851,Benjamin Wade,Ohio,Whig,51
1851,James C. Jones,Tennessee,Whig,42
1851,Richard Brodhead,Pennsylvania,Democratic,40
1851,Charles Sumner,Massachusetts,Free Soiler,40
1851,Charles T. James,Rhode Island,Democratic,46
1851,Stephen Mallory,Florida,Democratic,39
1851,James A. Bayard Jr.,Delaware,Democratic,52
1852,Willie Person Mangum,North Carolina,Whig,60
1852,Jacob W. Miller,New Jersey,Whig,52
1852,William Upham,Vermont,Whig,60
1852,David Rice Atchison,Missouri,Democratic,45
1852,James Pearce,Maryland,Whig,47
1852,John Davis,Massachusetts,Whig,65
1852,Jesse D. Bright,Indiana,Democratic,40
1852,Sam Houston,Texas,Democratic,59
1852,George E. Badger,North Carolina,Whig,57
1852,Augustus C. Dodge,Iowa,Democratic,40
1852,Andrew Butler,South Carolina,Democratic,56
1852,Thomas Jefferson Rusk,Texas,Democratic,49
1852,John M. Berrien,Georgia,Whig,71
1852,Henry S. Foote,Mississippi,Democratic,48
1852,Alpheus Felch,Michigan,Democratic,48
1852,Solomon W. Downs,Louisiana,Democratic,51
1852,John Hopkins Clarke,Rhode Island,Whig,63
1852,Presley Spruance,Delaware,Whig,67
1852,James W. Bradbury,Maine,Democratic,50
1852,Joseph R. Underwood,Kentucky,Whig,61
1852,John Bell,Tennessee,Whig,56
1852,James M. Mason,Virginia,Democratic,54
1852,Stephen A. Douglas,Illinois,Democratic,39
1852,Robert M. T. Hunter,Virginia,Democratic,43
1852,Solon Borland,Arkansas,Democratic,44
1852,John P. Hale,New Hampshire,Free Soiler,46
1852,Isaac P. Walker,Wisconsin,Democratic,37
1852,Hannibal Hamlin,Maine,Democratic,43
1852,Henry Dodge,Wisconsin,Democratic,70
1852,George Wallace Jones,Iowa,Democratic,48
1852,William K. Sebastian,Arkansas,Democratic,40
1852,Henry Clay,Kentucky,Whig,75
1852,James Whitcomb,Indiana,Democratic,57
1852,Jeremiah Clemens,Alabama,Democratic,38
1852,Truman Smith,Connecticut,Whig,61
1852,James Shields,"Illinois,Minnesota,Missouri",Democratic,42
1852,William H. Seward,New York,Whig,51
1852,Moses Norris Jr.,New Hampshire,Democratic,53
1852,Salmon P. Chase,Ohio,Free Soiler,44
1852,Jackson Morton,Florida,Whig,58
1852,William C. Dawson,Georgia,Whig,54
1852,James Cooper,Pennsylvania,Whig,42
1852,Robert Rhett,South Carolina,Democratic,52
1852,William M. Gwin,California,Democratic,47
1852,Thomas Pratt,Maryland,Whig,48
1852,John J. McRae,Mississippi,Democratic,37
1852,Robert F. Stockton,New Jersey,Democratic,57
1852,Henry S. Geyer,Missouri,Whig,62
1852,Hamilton Fish,New York,Whig,44
1852,Solomon Foot,Vermont,Whig,50
1852,Benjamin Wade,Ohio,Whig,52
1852,James C. Jones,Tennessee,Whig,43
1852,Richard Brodhead,Pennsylvania,Democratic,41
1852,Charles Sumner,Massachusetts,Free Soiler,41
1852,Charles T. James,Rhode Island,Democratic,47
1852,Stephen Mallory,Florida,Democratic,40
1852,James A. Bayard Jr.,Delaware,Democratic,53
1852,David Meriwether,Kentucky,Democratic,52
1852,Walker Brooke,Mississippi,Whig,39
1852,Robert M. Charlton,Georgia,Democratic,45
1852,William F. DeSaussure,South Carolina,Democratic,60
1852,Charles W. Cathcart,Indiana,Democratic,43
1852,Archibald Dixon,Kentucky,Whig,50
1852,Stephen Adams,Mississippi,Democratic,45
1852,Isaac Toucey,Connecticut,Democratic,60
1852,John B. Weller,California,Democratic,40
1853,Willie Person Mangum,North Carolina,Whig,61
1853,Jacob W. Miller,New Jersey,Whig,53
1853,William Upham,Vermont,Whig,61
1853,David Rice Atchison,Missouri,Democratic,46
1853,James Pearce,Maryland,Whig,48
1853,John Davis,Massachusetts,Whig,66
1853,Jesse D. Bright,Indiana,Democratic,41
1853,Sam Houston,Texas,Democratic,60
1853,George E. Badger,North Carolina,Whig,58
1853,Augustus C. Dodge,Iowa,Democratic,41
1853,Andrew Butler,South Carolina,Democratic,57
1853,Thomas Jefferson Rusk,Texas,Democratic,50
1853,Alpheus Felch,Michigan,Democratic,49
1853,Solomon W. Downs,Louisiana,Democratic,52
1853,John Hopkins Clarke,Rhode Island,Whig,64
1853,Presley Spruance,Delaware,Whig,68
1853,James W. Bradbury,Maine,Democratic,51
1853,Joseph R. Underwood,Kentucky,Whig,62
1853,John Bell,Tennessee,Whig,57
1853,James M. Mason,Virginia,Democratic,55
1853,Stephen A. Douglas,Illinois,Democratic,40
1853,Robert M. T. Hunter,Virginia,Democratic,44
1853,Solon Borland,Arkansas,Democratic,45
1853,John P. Hale,New Hampshire,Free Soiler,47
1853,Isaac P. Walker,Wisconsin,Democratic,38
1853,Hannibal Hamlin,Maine,Democratic,44
1853,Henry Dodge,Wisconsin,Democratic,71
1853,George Wallace Jones,Iowa,Democratic,49
1853,William K. Sebastian,Arkansas,Democratic,41
1853,Jeremiah Clemens,Alabama,Democratic,39
1853,Truman Smith,Connecticut,Whig,62
1853,James Shields,"Illinois,Minnesota,Missouri",Democratic,43
1853,William H. Seward,New York,Whig,52
1853,Moses Norris Jr.,New Hampshire,Democratic,54
1853,Salmon P. Chase,Ohio,Free Soiler,45
1853,Jackson Morton,Florida,Whig,59
1853,William C. Dawson,Georgia,Whig,55
1853,James Cooper,Pennsylvania,Whig,43
1853,William M. Gwin,California,Democratic,48
1853,Thomas Pratt,Maryland,Whig,49
1853,Robert F. Stockton,New Jersey,Democratic,58
1853,Henry S. Geyer,Missouri,Whig,63
1853,Hamilton Fish,New York,Whig,45
1853,Solomon Foot,Vermont,Whig,51
1853,Benjamin Wade,Ohio,Whig,53
1853,James C. Jones,Tennessee,Whig,44
1853,Richard Brodhead,Pennsylvania,Democratic,42
1853,Charles Sumner,Massachusetts,Free Soiler,42
1853,Charles T. James,Rhode Island,Democratic,48
1853,Stephen Mallory,Florida,Democratic,41
1853,James A. Bayard Jr.,Delaware,Democratic,54
1853,Walker Brooke,Mississippi,Whig,40
1853,Robert M. Charlton,Georgia,Democratic,46
1853,William F. DeSaussure,South Carolina,Democratic,61
1853,Charles W. Cathcart,Indiana,Democratic,44
1853,Archibald Dixon,Kentucky,Whig,51
1853,Stephen Adams,Mississippi,Democratic,46
1853,Isaac Toucey,Connecticut,Democratic,61
1853,John B. Weller,California,Democratic,41
1853,Jared W. Williams,New Hampshire,Democratic,57
1853,Edward Everett,Massachusetts,Whig,59
1853,John M. Clayton,Delaware,Whig,57
1853,Robert Toombs,Georgia,Whig,43
1853,John Pettit,Indiana,Democratic,46
1853,Judah P. Benjamin,Louisiana,Whig,42
1853,John Bell,Tennessee,Whig,57
1853,John Burton Thompson,Kentucky,Whig,43
1853,Josiah J. Evans,South Carolina,Democratic,67
1853,William Wright,New Jersey,Democratic,59
1853,Philip Allen,Rhode Island,Democratic,68
1853,Charles E. Stuart,Michigan,Democratic,43
1853,Clement Claiborne Clay,Alabama,Democratic,37
1853,John Slidell,Louisiana,Democratic,60
1853,Robert Ward Johnson,Arkansas,Democratic,39
1853,John R. Thomson,New Jersey,Democratic,53
1854,David Rice Atchison,Missouri,Democratic,47
1854,James Pearce,Maryland,Whig,49
1854,Jesse D. Bright,Indiana,Democratic,42
1854,Sam Houston,Texas,Democratic,61
1854,George E. Badger,North Carolina,Whig,59
1854,Augustus C. Dodge,Iowa,Democratic,42
1854,Andrew Butler,South Carolina,Democratic,58
1854,Thomas Jefferson Rusk,Texas,Democratic,51
1854,James M. Mason,Virginia,Democratic,56
1854,Stephen A. Douglas,Illinois,Democratic,41
1854,Robert M. T. Hunter,Virginia,Democratic,45
1854,Isaac P. Walker,Wisconsin,Democratic,39
1854,Hannibal Hamlin,Maine,Democratic,45
1854,Henry Dodge,Wisconsin,Democratic,72
1854,George Wallace Jones,Iowa,Democratic,50
1854,William K. Sebastian,Arkansas,Democratic,42
1854,Truman Smith,Connecticut,Whig,63
1854,James Shields,"Illinois,Minnesota,Missouri",Democratic,44
1854,William H. Seward,New York,Whig,53
1854,Moses Norris Jr.,New Hampshire,Democratic,55
1854,Salmon P. Chase,Ohio,Free Soiler,46
1854,Jackson Morton,Florida,Whig,60
1854,William C. Dawson,Georgia,Whig,56
1854,James Cooper,Pennsylvania,Whig,44
1854,William M. Gwin,California,Democratic,49
1854,Thomas Pratt,Maryland,Whig,50
1854,Henry S. Geyer,Missouri,Whig,64
1854,Hamilton Fish,New York,Whig,46
1854,Solomon Foot,Vermont,Whig,52
1854,Benjamin Wade,Ohio,Whig,54
1854,James C. Jones,Tennessee,Whig,45
1854,Richard Brodhead,Pennsylvania,Democratic,43
1854,Charles Sumner,Massachusetts,Free Soiler,43
1854,Charles T. James,Rhode Island,Democratic,49
1854,Stephen Mallory,Florida,Democratic,42
1854,James A. Bayard Jr.,Delaware,Democratic,55
1854,Archibald Dixon,Kentucky,Whig,52
1854,Stephen Adams,Mississippi,Democratic,47
1854,Isaac Toucey,Connecticut,Democratic,62
1854,John B. Weller,California,Democratic,42
1854,Jared W. Williams,New Hampshire,Democratic,58
1854,Edward Everett,Massachusetts,Whig,60
1854,John M. Clayton,Delaware,Whig,58
1854,Robert Toombs,Georgia,Whig,44
1854,John Pettit,Indiana,Democratic,47
1854,Judah P. Benjamin,Louisiana,Whig,43
1854,John Bell,Tennessee,Whig,58
1854,John Burton Thompson,Kentucky,Whig,44
1854,Josiah J. Evans,South Carolina,Democratic,68
1854,William Wright,New Jersey,Democratic,60
1854,Philip Allen,Rhode Island,Democratic,69
1854,Charles E. Stuart,Michigan,Democratic,44
1854,Clement Claiborne Clay,Alabama,Democratic,38
1854,John Slidell,Louisiana,Democratic,61
1854,Robert Ward Johnson,Arkansas,Democratic,40
1854,John R. Thomson,New Jersey,Democratic,54
1854,Francis Gillette,Connecticut,Free Soiler,47
1854,Lawrence Brainerd,Vermont,Free Soiler,60
1854,Julius Rockwell,Massachusetts,Whig,49
1854,William P. Fessenden,Maine,Whig,48
1854,David S. Reid,North Carolina,Democratic,41
1854,Albert G. Brown,Mississippi,Democratic,41
1855,David Rice Atchison,Missouri,Democratic,48
1855,James Pearce,Maryland,Whig,50
1855,Jesse D. Bright,Indiana,Democratic,43
1855,Sam Houston,Texas,Democratic,62
1855,George E. Badger,North Carolina,Whig,60
1855,Augustus C. Dodge,Iowa,Democratic,43
1855,Andrew Butler,South Carolina,Democratic,59
1855,Thomas Jefferson Rusk,Texas,Democratic,52
1855,James M. Mason,Virginia,Democratic,57
1855,Stephen A. Douglas,Illinois,Democratic,42
1855,Robert M. T. Hunter,Virginia,Democratic,46
1855,Isaac P. Walker,Wisconsin,Democratic,40
1855,Hannibal Hamlin,Maine,Democratic,46
1855,Henry Dodge,Wisconsin,Democratic,73
1855,George Wallace Jones,Iowa,Democratic,51
1855,William K. Sebastian,Arkansas,Democratic,43
1855,James Shields,"Illinois,Minnesota,Missouri",Democratic,45
1855,William H. Seward,New York,Whig,54
1855,Moses Norris Jr.,New Hampshire,Democratic,56
1855,Salmon P. Chase,Ohio,Free Soiler,47
1855,Jackson Morton,Florida,Whig,61
1855,William C. Dawson,Georgia,Whig,57
1855,James Cooper,Pennsylvania,Whig,45
1855,William M. Gwin,California,Democratic,50
1855,Thomas Pratt,Maryland,Whig,51
1855,Henry S. Geyer,Missouri,Whig,65
1855,Hamilton Fish,New York,Whig,47
1855,Solomon Foot,Vermont,Whig,53
1855,Benjamin Wade,Ohio,Whig,55
1855,James C. Jones,Tennessee,Whig,46
1855,Richard Brodhead,Pennsylvania,Democratic,44
1855,Charles Sumner,Massachusetts,Free Soiler,44
1855,Charles T. James,Rhode Island,Democratic,50
1855,Stephen Mallory,Florida,Democratic,43
1855,James A. Bayard Jr.,Delaware,Democratic,56
1855,Archibald Dixon,Kentucky,Whig,53
1855,Stephen Adams,Mississippi,Democratic,48
1855,Isaac Toucey,Connecticut,Democratic,63
1855,John B. Weller,California,Democratic,43
1855,John M. Clayton,Delaware,Whig,59
1855,Robert Toombs,Georgia,Whig,45
1855,John Pettit,Indiana,Democratic,48
1855,Judah P. Benjamin,Louisiana,Whig,44
1855,John Bell,Tennessee,Whig,59
1855,John Burton Thompson,Kentucky,Whig,45
1855,Josiah J. Evans,South Carolina,Democratic,69
1855,William Wright,New Jersey,Democratic,61
1855,Philip Allen,Rhode Island,Democratic,70
1855,Charles E. Stuart,Michigan,Democratic,45
1855,Clement Claiborne Clay,Alabama,Democratic,39
1855,John Slidell,Louisiana,Democratic,62
1855,Robert Ward Johnson,Arkansas,Democratic,41
1855,John R. Thomson,New Jersey,Democratic,55
1855,Francis Gillette,Connecticut,Free Soiler,48
1855,Lawrence Brainerd,Vermont,Free Soiler,61
1855,Julius Rockwell,Massachusetts,Whig,50
1855,William P. Fessenden,Maine,Whig,49
1855,David S. Reid,North Carolina,Democratic,42
1855,Albert G. Brown,Mississippi,Democratic,42
1855,John S. Wells,New Hampshire,Democratic,52
1855,Henry Wilson,Massachusetts,Free Soiler,43
1855,John P. Hale,New Hampshire,Free Soiler,49
1855,Henry Wilson,Massachusetts,American,43
1855,James Bell,New Hampshire,Whig,51
1855,Lafayette S. Foster,Connecticut,Whig,49
1855,John M. Clayton,Delaware,Oppositionist,59
1855,James Harlan,Iowa,Free Soiler,35
1855,Jacob Collamer,Vermont,Oppositionist,64
1855,Henry S. Geyer,Missouri,Democratic,65
1855,Lyman Trumbull,Illinois,Democratic,42
1855,Asa Biggs,North Carolina,Democratic,44
1855,Sam Houston,Texas,American,62
1855,Alfred Iverson Sr.,Georgia,Democratic,57
1855,Charles Durkee,Wisconsin,Republican,50
1855,Robert Toombs,Georgia,Democratic,45
1855,George E. Pugh,Ohio,Democratic,33
1855,William H. Seward,New York,Republican,54
1855,John J. Crittenden,Kentucky,American,68
1856,James Pearce,Maryland,Whig,51
1856,Jesse D. Bright,Indiana,Democratic,44
1856,Andrew Butler,South Carolina,Democratic,60
1856,Thomas Jefferson Rusk,Texas,Democratic,53
1856,James M. Mason,Virginia,Democratic,58
1856,Stephen A. Douglas,Illinois,Democratic,43
1856,Robert M. T. Hunter,Virginia,Democratic,47
1856,Hannibal Hamlin,Maine,Democratic,47
1856,Henry Dodge,Wisconsin,Democratic,74
1856,George Wallace Jones,Iowa,Democratic,52
1856,William K. Sebastian,Arkansas,Democratic,44
1856,Thomas Pratt,Maryland,Whig,52
1856,Hamilton Fish,New York,Whig,48
1856,Solomon Foot,Vermont,Whig,54
1856,Benjamin Wade,Ohio,Whig,56
1856,James C. Jones,Tennessee,Whig,47
1856,Richard Brodhead,Pennsylvania,Democratic,45
1856,Charles Sumner,Massachusetts,Free Soiler,45
1856,Charles T. James,Rhode Island,Democratic,51
1856,Stephen Mallory,Florida,Democratic,44
1856,James A. Bayard Jr.,Delaware,Democratic,57
1856,Stephen Adams,Mississippi,Democratic,49
1856,Isaac Toucey,Connecticut,Democratic,64
1856,John B. Weller,California,Democratic,44
1856,Judah P. Benjamin,Louisiana,Whig,45
1856,John Bell,Tennessee,Whig,60
1856,John Burton Thompson,Kentucky,Whig,46
1856,Josiah J. Evans,South Carolina,Democratic,70
1856,William Wright,New Jersey,Democratic,62
1856,Philip Allen,Rhode Island,Democratic,71
1856,Charles E. Stuart,Michigan,Democratic,46
1856,Clement Claiborne Clay,Alabama,Democratic,40
1856,John Slidell,Louisiana,Democratic,63
1856,Robert Ward Johnson,Arkansas,Democratic,42
1856,John R. Thomson,New Jersey,Democratic,56
1856,William P. Fessenden,Maine,Whig,50
1856,David S. Reid,North Carolina,Democratic,43
1856,Albert G. Brown,Mississippi,Democratic,43
1856,John P. Hale,New Hampshire,Free Soiler,50
1856,Henry Wilson,Massachusetts,American,44
1856,James Bell,New Hampshire,Whig,52
1856,Lafayette S. Foster,Connecticut,Whig,50
1856,John M. Clayton,Delaware,Oppositionist,60
1856,James Harlan,Iowa,Free Soiler,36
1856,Jacob Collamer,Vermont,Oppositionist,65
1856,Henry S. Geyer,Missouri,Democratic,66
1856,Lyman Trumbull,Illinois,Democratic,43
1856,Asa Biggs,North Carolina,Democratic,45
1856,Sam Houston,Texas,American,63
1856,Alfred Iverson Sr.,Georgia,Democratic,58
1856,Charles Durkee,Wisconsin,Republican,51
1856,Robert Toombs,Georgia,Democratic,46
1856,George E. Pugh,Ohio,Democratic,34
1856,William H. Seward,New York,Republican,55
1856,John J. Crittenden,Kentucky,American,69
1856,Joseph P. Comegys,Delaware,Oppositionist,43
1856,Thomas Pratt,Maryland,Democratic,52
1856,Hamilton Fish,New York,Republican,48
1856,James Bell,New Hampshire,Republican,52
1856,James C. Jones,Tennessee,Democratic,47
1856,Hannibal Hamlin,Maine,Republican,47
1856,John Bell,Tennessee,American,60
1856,William Bigler,Pennsylvania,Democratic,42
1856,Judah P. Benjamin,Louisiana,Democratic,45
1856,James Pearce,Maryland,Democratic,51
1856,William P. Fessenden,Maine,Republican,50
1856,John P. Hale,New Hampshire,Republican,50
1856,Solomon Foot,Vermont,Republican,54
1856,Lafayette S. Foster,Connecticut,Republican,50
1856,Benjamin Wade,Ohio,Republican,56
1856,Henry Wilson,Massachusetts,Republican,44
1857,Jesse D. Bright,Indiana,Democratic,45
1857,Andrew Butler,South Carolina,Democratic,61
1857,Thomas Jefferson Rusk,Texas,Democratic,54
1857,James M. Mason,Virginia,Democratic,59
1857,Stephen A. Douglas,Illinois,Democratic,44
1857,Robert M. T. Hunter,Virginia,Democratic,48
1857,Henry Dodge,Wisconsin,Democratic,75
1857,George Wallace Jones,Iowa,Democratic,53
1857,William K. Sebastian,Arkansas,Democratic,45
1857,Richard Brodhead,Pennsylvania,Democratic,46
1857,Charles Sumner,Massachusetts,Free Soiler,46
1857,Charles T. James,Rhode Island,Democratic,52
1857,Stephen Mallory,Florida,Democratic,45
1857,James A. Bayard Jr.,Delaware,Democratic,58
1857,Stephen Adams,Mississippi,Democratic,50
1857,Isaac Toucey,Connecticut,Democratic,65
1857,John B. Weller,California,Democratic,45
1857,John Burton Thompson,Kentucky,Whig,47
1857,Josiah J. Evans,South Carolina,Democratic,71
1857,William Wright,New Jersey,Democratic,63
1857,Philip Allen,Rhode Island,Democratic,72
1857,Charles E. Stuart,Michigan,Democratic,47
1857,Clement Claiborne Clay,Alabama,Democratic,41
1857,John Slidell,Louisiana,Democratic,64
1857,Robert Ward Johnson,Arkansas,Democratic,43
1857,John R. Thomson,New Jersey,Democratic,57
1857,David S. Reid,North Carolina,Democratic,44
1857,Albert G. Brown,Mississippi,Democratic,44
1857,James Harlan,Iowa,Free Soiler,37
1857,Jacob Collamer,Vermont,Oppositionist,66
1857,Henry S. Geyer,Missouri,Democratic,67
1857,Lyman Trumbull,Illinois,Democratic,44
1857,Asa Biggs,North Carolina,Democratic,46
1857,Sam Houston,Texas,American,64
1857,Alfred Iverson Sr.,Georgia,Democratic,59
1857,Charles Durkee,Wisconsin,Republican,52
1857,Robert Toombs,Georgia,Democratic,47
1857,George E. Pugh,Ohio,Democratic,35
